x0, x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, y
-74, 90, 792, -758, 505, -993, -608, 244, 528, 509, -794, 717, -99, -637, 659, 928, 980, -159, -719, -474, -712, 812, 459, -109, 558, 341, -152, 980, 679, 968, 2953461
-335, 322, -242, -810, 936, -919, 197, 268, 323, -290, -417, 552, 980, -681, 815, 974, 737, 74, -925, 128, -144, -691, -529, -109, 452, 941, 200, -563, -274, -809, 439894
217, -989, -628, 284, -165, -671, 644, 434, -147, -210, 537, -768, 128, -373, 582, -186, -724, 324, -232, 327, 764, -15, 311, 416, -943, 236, -688, 305, 281, 192, -509740
934, -450, -426, -984, 341, 715, 525, 756, -932, 395, -974, -978, -825, -302, 584, -716, -647, -333, 201, -236, -967, 83, 84, 673, 375, 626, 529, 103, -789, 367, 775998
-991, -402, 548, 9, 242, -554, 29, 620, 582, 882, -414, 953, -793, -484, -68, 702, -903, -784, 818, -39, 561, -186, 255, 615, -399, 438, -219, 546, 584, -570, -1138245
544, -141, -458, -943, 517, 173, 860, -314, 216, -839, -872, -424, -362, 575, -862, 844, -193, -598, 774, 439, 471, 163, 65, 134, -487, -206, -926, -661, -450, 627, -638711
-21, -310, 780, -140, 75, -803, 459, 515, -606, -902, 124, 740, 819, -482, -872, -9, -115, 374, -150, 519, 896, 977, -670, -773, -291, 388, -992, 982, -469, 373, 1988282
390, -511, -863, -159, -749, -405, -46, 371, -220, -171, 543, 762, -900, 253, 180, -151, -464, -633, 799, -152, 38, 151, -794, 495, 860, -444, -489, -967, 868, -600, -1260310
600, 892, -477, 331, 841, -126, -764, -629, 264, 477, -904, -653, 231, -455, 610, 972, 320, 305, 980, 654, 549, -788, -573, 226, 823, -438, -565, -310, -718, -934, -86704
-967, -673, -631, 199, -871, 932, 676, 132, -947, -799, -750, 333, -46, -541, -416, 656, -960, -618, 373, -1000, -774, 577, -652, -943, -607, -536, -245, 43, -298, 788, 1438265
127, -507, 860, 948, 267, -606, -203, -217, -168, 219, 298, 895, -719, 899, 6, 18, 782, -462, 604, -893, 125, 376, -573, 352, 523, -726, -295, -52, -922, 86, 1507776
-463, -815, -259, -400, 131, -543, -792, 456, -350, 421, 80, -326, -581, 820, -855, -39, 143, 841, -826, 528, -449, -256, 673, 828, -765, -577, -10, 494, -299, -906, -2656342
-132, -242, -617, -984, -941, 858, -966, 976, 325, 284, -606, 189, 454, 595, 73, -427, 507, 886, -812, 626, -657, -400, -366, -794, -791, -383, -762, -603, -740, -247, 1267217
217, 135, 573, -872, -784, -499, -138, -930, -567, -813, 523, -787, 819, 161, 474, 763, -349, 161, -276, -512, 664, 370, 581, -835, 442, -473, 203, -993, -488, -657, 1126691
884, 421, -780, -647, 513, 922, 577, 393, -987, -434, 666, 127, -57, -95, 916, -925, 503, 205, -740, 252, -50, -15, 107, -48, 611, 995, -766, 532, -23, 758, 2871408
262, -48, 673, -797, -851, -836, -956, 613, -776, -502, 740, -78, 962, -94, -184, -9, 162, 464, -757, -663, 234, 728, 486, -222, 780, -82, -120, -861, 273, 98, 2306486
-640, 207, -391, -289, -831, -950, 523, -55, -119, -840, -420, 216, 47, 455, 849, -105, 876, 104, 983, 465, -456, 942, -736, 152, 894, -852, 321, -956, -110, 516, 622749
-767, -975, 255, -743, -457, -73, -590, 880, 410, 219, -960, 0, -774, 121, -751, 216, -202, 792, 349, -341, -141, 266, -320, -241, -378, -581, -814, -875, 254, -267, -879877
-151, 321, -463, 30, -999, 866, -274, -340, 87, 263, -216, 495, -733, -922, 842, 543, 580, -769, -36, -344, -246, 998, -423, 920, 622, -599, -277, 701, -34, -873, 2990310
315, -394, -322, 179, -276, 242, -961, -52, 256, -850, 5, 461, 594, 371, 627, 180, 228, -244, -461, 48, -756, -870, 609, 417, -870, -613, 989, -720, 466, -134, -1062244
-293, 315, 726, 254, 884, 936, -681, -962, -852, 972, 679, 627, -552, -248, 804, -226, -314, 911, -636, 975, 39, 105, 984, -752, 954, -773, -553, -69, -603, -816, 1336613
-209, 750, 926, -731, 953, 15, -485, -469, -364, -486, -981, 582, -595, -332, -593, -786, -544, -238, 704, 535, -619, 956, 174, -804, -430, -971, -94, -544, -53, -889, -3223729
-111, -312, -575, 935, -171, -504, -412, -583, 849, 896, -708, -261, 723, -965, 142, 713, -326, -286, 489, 585, -14, -330, -159, -376, 520, 227, 324, -10, -894, -818, -1123632
-617, -227, -323, -97, 234, -674, 845, -280, 683, -967, -586, 839, -43, 425, 572, 836, 799, -793, 153, -625, 517, 391, 656, -887, 172, -506, 913, -482, -359, 474, 295935
-303, -434, -865, -540, -232, 583, -179, -331, -724, -86, -961, 671, -644, -470, -43, -888, -313, -946, -869, -65, 768, -529, 982, -820, 709, -779, 174, 700, -825, 903, 1221154
-923, 267, 717, 7, -789, -458, -506, -239, -210, -513, -257, -463, -254, 213, 38, -287, -57, -329, -906, -846, 550, -699, 882, -308, 747, 926, -585, -345, 533, -634, -1936568
-387, 730, -24, 559, 874, -211, -29, 914, 280, -76, 592, -678, 442, -877, -729, -699, -300, 255, -910, 320, 405, 256, 655, -435, 790, 838, -147, -46, 0, 120, -1721574
87, 822, -992, -320, 158, -6, 85, -150, -956, -860, -499, 238, -214, 511, -350, -343, 271, 165, -978, -909, 544, -965, -741, 18, 200, 476, -641, -29, -719, 864, 483339
190, -119, -750, 41, 943, 264, -836, 450, -477, 439, 475, 288, 446, 494, -374, -267, 810, 872, -178, -342, -945, 8, -912, 239, -577, 669, 123, 629, -275, 694, 297677
245, -230, 119, -32, 463, -433, -558, -917, -465, -401, -806, -619, -63, 876, 790, 947, -402, 43, 548, 166, 916, 370, 176, -47, 818, -515, -778, -317, -466, -546, -1001602
-633, 762, -778, 790, 327, -321, 65, 21, -281, -256, -309, -641, 686, 977, 208, -172, -294, -347, 237, 603, -810, -105, -843, -475, -375, 997, -87, -927, -470, 917, -3496064
-665, 592, 628, 37, -315, 457, -957, -228, -64, -575, 723, 690, -232, -254, 243, -28, -355, -422, 167, 237, 994, 549, -302, -963, -76, -342, -853, -102, -59, -817, -278634
-527, -716, 300, -899, -908, 285, -508, -504, 982, -58, -839, 93, 936, 48, -932, 439, -145, -528, 695, 868, -121, -271, -606, 326, -563, -330, -101, -344, 427, 874, 65765
414, 582, -272, -501, 333, 591, 97, 549, -106, 697, 783, -788, 493, 992, -126, 398, -494, 823, 524, 327, -808, -697, 913, 739, 566, -972, 260, 957, 687, 633, 1586017
-563, 473, 749, -348, -768, -713, -855, -90, 300, -960, 620, -586, 569, -757, -102, -911, -406, 438, -387, 482, 630, 391, -85, 722, -47, 791, 203, -376, -429, -981, -2173305
-491, -201, -822, 480, 246, -856, -425, 394, 159, 170, 976, 175, 27, -835, 190, -61, 779, 416, 650, -312, 961, -840, -538, 381, 719, -228, -843, 856, -377, 760, 2289840
993, 958, 833, -229, 598, 488, 90, -732, 172, -851, 652, -527, -512, -52, 689, -167, -518, -678, 335, -154, -220, 511, 626, 718, -26, 324, -147, -811, -167, 242, -216826
-971, 425, 250, -448, 279, -614, 325, 294, -265, -263, 132, -515, 332, 130, 698, -8, -404, -526, 625, -896, -305, 448, 472, 581, -985, -128, -14, 488, -290, 998, 750360
743, -359, 709, -80, -339, 490, 955, -70, 888, 357, 632, 660, -283, 760, 32, 45, -249, -285, 551, -52, -634, -29, 250, -887, 667, 188, 226, 431, -264, 567, 2173032
-283, -130, -600, 208, -558, 254, -718, -49, 615, -663, -473, -291, -158, 805, -66, -668, 595, 523, 957, -742, 451, 744, 359, 173, 891, -960, 717, 758, 717, -278, -1607196
-852, 965, -237, 734, 382, -407, 260, 110, -773, 657, -911, -347, 462, 359, -954, -433, -119, 949, 7, -749, 64, -778, -128, 400, 558, 752, 339, -150, 529, -702, -2722833
808, 65, 302, -590, 189, 416, -434, 205, -112, 148, -711, -524, -271, -338, -116, -793, -779, 5, -334, -185, -525, -123, 367, -332, -143, 129, -882, -618, 348, 664, -272245
-148, 142, -627, -872, -219, 952, 807, 699, -782, -150, -837, -381, -328, -583, -240, 267, 543, 601, -577, 398, 736, -100, -70, -675, 475, -420, -410, -726, -805, 178, 3238062
947, -888, 23, -642, -937, 320, 23, -521, 371, 594, 525, 809, 786, -434, 297, 592, -768, 783, -63, -969, 731, -7, -705, 761, 592, 646, 340, -287, 508, -194, 3692286
555, -853, -462, 430, 737, -377, -369, -514, -682, -214, 628, -48, -683, 903, 695, 417, 445, -313, 797, -473, 306, -295, -275, -148, -531, 290, -17, -946, -29, -749, -2573096
650, -267, 589, -169, 663, 663, -373, -414, 327, 321, -135, 681, -46, -603, -515, 652, -175, -325, 101, 430, -630, -781, -956, 501, 199, 538, 928, -508, 660, 622, 158643
-18, -98, -722, 405, -130, -175, -399, 678, -128, -87, 133, 444, -203, -734, 882, 982, 64, -662, -591, 529, 304, 355, 698, 776, -953, -548, 446, 330, -211, -525, 811584
783, -53, 196, 190, 919, 354, -649, 460, -247, 466, -339, 309, -676, -58, 207, 504, -150, 355, -729, 117, -464, 789, 447, -238, -669, -945, 360, 854, 314, 914, 1239836
-795, -357, 256, -354, -730, 360, 265, 364, 432, -340, -207, -786, 194, 145, -573, -377, -834, -952, 118, -779, -746, 364, -346, 217, -208, -899, 298, 104, -184, -170, -1087052
-389, 646, -262, 164, 217, -385, 259, 639, 616, -391, -754, 195, -298, 155, 633, 517, -817, 954, -981, 876, 933, -419, -94, -319, 604, 418, 179, -628, -17, -972, -2505288
-931, 840, -767, 987, -285, 485, -543, 997, -611, 894, 676, 550, -213, -102, 842, 620, -475, -444, 478, 388, 933, -12, 380, 546, 645, 839, 65, 106, -337, -932, 416759
-464, 634, -434, 511, -578, 441, 945, -83, -320, -924, -449, 878, -883, 743, 606, -806, 975, -57, -172, 899, 486, -493, -944, -836, 71, 944, 635, 306, -756, 935, 7776
357, 975, -409, -318, -755, -927, 24, 626, 744, 398, 335, -829, -711, -332, 130, 44, -157, 224, -191, -559, -282, 525, -292, -399, 836, 765, -85, -620, 492, 394, -721803
-976, 950, 434, 866, 786, -905, -555, 449, 851, -323, -806, 710, 840, -31, -852, -308, -343, 202, 44, 407, -308, 349, 624, -591, 341, 756, 71, -327, -189, -744, -4170607
-535, 107, -666, 285, -85, 345, -143, 110, -121, 821, 590, -478, -410, 518, 254, -204, 722, 775, -632, 748, -824, 177, 900, -235, 677, 69, -226, 541, 603, 13, -554973
-518, 30, 374, -713, -652, 721, 225, 230, -938, 759, 92, -590, -223, -819, 127, 80, -937, 654, 789, 908, -357, 481, 15, -14, 974, 688, -478, -229, 479, -137, 1354791
-655, -294, -463, -254, -743, -803, 506, 672, 623, -39, 413, -307, 218, -416, 376, 627, -254, -820, 385, -596, -861, -624, -518, 113, 177, 143, 13, 641, -673, 926, 1753276
514, -396, -512, -466, 432, -16, -411, -493, 448, -668, -869, -387, 119, 556, -779, 124, 935, -473, -462, 77, 14, 452, 470, 67, -328, -157, -50, -442, 555, -290, -2780327
-444, 598, 973, 244, 409, 552, 219, -295, 240, 4, 735, -615, 262, -995, -600, -84, 407, -284, -952, 327, 813, 364, -955, 799, -342, -299, 795, -303, 727, -749, -614730
533, -539, 370, -493, 748, -105, 437, -701, 410, 192, -238, 146, 818, 668, -515, 122, -403, 136, -258, -251, -443, -898, -72, 680, -859, -676, -735, 448, 728, -897, -993841
-888, -832, -940, 702, -196, 569, -474, 812, 96, -602, -337, 314, 152, 716, 323, -437, 112, 478, -286, -191, -658, -428, -150, 118, -99, 42, -14, 1000, -848, 105, -553492
326, 247, -121, 99, -707, 929, 56, 538, -947, 290, 288, -914, -385, -260, 746, 626, 760, -609, -149, 763, -698, -866, 205, 270, 190, 220, -565, -790, 284, -793, 1599257
-864, 106, 196, -668, -100, 543, 794, 834, 910, -505, 143, 413, -606, -404, 169, 323, -20, -242, 992, 704, -477, 770, -200, -723, 65, 639, 50, 961, -673, -972, -99522
-855, 255, -701, 226, -325, -608, 450, 823, -701, -732, 326, 42, 939, 267, 908, -331, 27, -243, 112, -639, -356, 158, 769, 217, -46, -69, 9, -826, 784, -203, -514194
-216, -227, 759, 86, -494, 605, -451, -432, 163, 56, -980, 942, 26, -620, -785, -27, 944, 592, 316, 294, -586, 160, -88, -124, 481, -83, -244, 170, 547, -276, 1543591
61, -203, 141, 124, -468, 190, 875, 414, 116, 469, 752, -407, -575, -642, 921, 274, 135, 343, -580, 174, 107, -91, 594, -793, 748, 279, 634, 793, 911, 786, 2501835
582, -741, 72, -4, 105, -895, -390, 516, -474, -22, -693, 767, -860, 104, 169, -909, 491, 24, -444, -741, -111, 273, -264, 261, -812, -409, -245, -268, -29, 132, -196263
-368, -668, -93, 34, 677, 151, 736, 417, -483, -49, 697, -985, -852, -292, -143, -714, -969, -407, 281, 423, 112, 524, -531, 235, 903, 923, 692, -69, -363, 237, -2687599
-887, 761, -233, -653, 285, -858, -240, 194, 457, -577, -236, -883, -5, -627, -264, 573, -565, 280, -269, 498, 518, -995, 58, 483, -643, 145, 238, -368, -439, -162, -2680420
-167, -524, 393, -965, -661, -122, -934, 179, -308, 387, 523, -988, 708, -711, 895, 759, -494, -671, -779, -960, 117, 353, -842, 219, 884, 687, -547, 263, 355, -482, 2018063
428, -312, -253, 720, 397, -858, -431, 496, 604, -676, 303, -178, -714, -257, -221, -704, -435, 262, 802, -233, -22, -830, -604, -410, -473, 948, 452, -312, 391, -131, -4869693
639, 826, 213, 284, -37, -709, -278, -175, 591, -46, -758, -254, -446, 220, -958, 741, 950, 643, 982, 472, -89, -766, 277, 753, -143, -797, -416, -27, -689, 622, 1005974
-98, 910, 145, 658, 255, 765, -218, -164, 115, 438, -341, -263, 999, -654, 913, -1000, 641, -686, 917, 415, -595, 255, 516, -755, -449, 37, -942, 947, -950, 278, 2328481
828, 217, 31, -514, 101, 145, 639, 328, -981, 242, 58, -419, -65, -528, 715, -15, 226, 979, 165, 722, 513, 851, 583, 474, 706, -835, -342, -574, -161, -933, 2992966
-633, -898, -343, 621, 900, -21, 858, 57, 249, -279, 96, 380, -860, -164, 676, 691, 548, 69, -954, 548, -856, -99, -417, 785, 161, -116, 311, 410, 845, -379, -1445392
-544, 386, -247, 918, -502, 710, 73, -668, -465, 874, 451, -323, 580, -131, 964, -51, 174, 884, 252, -332, -29, 121, 652, -271, -618, 90, 815, -739, -369, -839, 824505
-394, 181, -141, 498, -947, -866, -986, 375, -328, -964, 61, 357, 328, 329, -645, 758, -555, -307, -776, -528, 493, -581, -543, 938, -947, -316, -460, -528, 680, 305, -1286618
712, -993, 521, 266, 822, -563, -467, 888, -692, -201, -655, -300, 810, -669, 138, 82, 22, 117, 0, 22, 589, 674, 207, 835, 382, 136, 724, -381, 183, 838, 1406734
935, 67, -752, 313, 268, -691, -540, 930, 348, 664, -440, 95, -718, -609, -614, -724, 768, -936, -575, 781, -190, 962, -783, -276, 400, -446, -285, -496, 41, 421, -1212020
-380, -93, 471, 989, 384, -358, 669, 235, -4, -14, -370, 158, -924, -453, 717, -190, 470, -518, -134, 79, -51, 319, 704, 738, 217, 67, -638, 237, -797, 491, 1494551
36, -214, 759, 275, -880, 877, -399, 585, 299, 271, 762, 636, -838, -859, 194, 818, 736, 486, 758, -410, 158, -150, -365, 995, 174, 627, 36, -26, 549, 958, 4882111
928, 130, -473, 671, -773, 590, -633, -408, 502, 173, 734, 64, 803, -800, -830, 414, -977, -140, -532, -695, -598, -788, -210, 110, -782, -336, 530, -434, 231, -485, -227315
827, 161, -941, 734, -984, -839, -866, -660, 496, 453, 844, 927, 989, -96, -171, 750, -627, -437, 728, -747, -193, -448, 261, -525, 801, 804, -614, 779, -785, 868, 2203654
666, 647, 46, 706, 821, 815, -809, -655, -239, -848, 696, -350, 98, 13, 486, 424, -13, 378, 840, 474, -117, 870, 355, 341, 239, -608, 861, -705, -704, -997, -1141994
-643, -735, 491, 790, 648, 441, -516, 565, 150, 696, 678, 700, 828, 294, 179, 944, 362, -675, -500, -630, 688, -747, -221, -255, -841, -50, -706, -281, -984, 27, 2794394
488, -62, -15, 517, -547, -76, 418, 187, 455, -186, -482, 34, 6, 708, -258, 837, 399, -265, 287, -166, -206, -866, -164, 621, 475, -220, 565, 493, -862, 772, 2162410
282, 210, -496, 747, 822, 103, 35, 968, 484, 794, -372, -675, -224, 13, 386, 730, 818, 443, -333, 141, -718, 165, -735, -818, -737, -670, 447, 601, -113, 857, 821460
237, -477, -633, 329, -924, -909, -895, 584, 747, -717, -900, 192, 320, 126, 848, -863, 914, 262, 422, -25, 810, 124, 314, 39, 97, 874, 735, 217, 91, -437, -1671164
472, 384, -754, 667, -229, -573, -357, -808, -661, 729, -257, 284, 182, -670, -531, -907, 509, 998, -639, -33, 209, -673, -641, 40, 641, -194, -592, -697, 592, 160, -18295
600, 1000, 5, -618, 259, 301, 833, 708, -934, -336, -814, -366, 65, 970, -802, -402, -366, -977, -391, -347, -103, -258, -689, -717, 756, -637, -42, -244, 901, 988, -181973
180, -803, 105, 845, -239, 621, 478, 818, -817, 969, 209, -208, -752, 356, -419, 267, -312, 629, -78, -582, -450, 561, 171, -571, 689, -384, -941, 527, -239, -777, 1712983
-157, 822, 74, -889, 859, 302, -281, 237, -72, -21, 143, 546, -569, -611, 142, -716, -653, 297, 109, 433, 330, 182, 128, -339, -27, -652, -365, 170, 782, 35, -670596
411, -672, -787, 324, 856, -889, -827, 221, -393, 385, -708, -713, -857, -803, -650, 464, 272, -988, 516, -2, -878, 994, -998, -977, -982, 495, -889, 574, 679, 601, -3476791
347, -548, 597, -706, 40, -407, -174, -991, -158, -879, -300, -35, -930, -76, 457, -196, -97, 634, -217, 235, -226, -456, -385, 367, -492, 957, 531, -960, -177, 298, -1897416
38, 14, 72, -189, -946, 585, 582, -176, 418, -930, 167, 412, -896, 727, 773, 256, -139, 459, -917, -353, 863, -809, -57, -714, -73, -994, 640, -548, -735, 70, 1581038
-379, 483, -472, 955, 948, 135, 396, 255, 864, 943, -611, -82, -761, -544, -907, -758, -232, 2, -141, 689, 498, 944, -734, -305, -412, 268, -808, -231, 748, -766, -4413731
-269, -396, 737, 568, 508, 635, -382, -649, -369, 115, -784, -464, -236, -40, 476, 275, 953, 822, 970, -363, 897, 609, -805, -853, -677, -783, -48, -421, 321, -193, 549875
425, 392, 778, 98, 7, 342, 839, 351, -305, 475, -904, 922, 320, 406, 383, -11, -386, -465, -254, -205, -478, -584, -96, -633, 262, 262, -344, 713, -118, 578, 3070815
-126, -113, 173, 181, -820, -366, -34, 279, 94, 812, 215, -333, 742, 773, 977, 769, 408, -728, 627, 509, 253, 611, -610, 53, -864, -155, 979, 824, 760, 703, 1361676
-76, 793, -249, 216, 241, -808, -601, -39, -621, 228, 852, -354, 848, 978, -313, 393, -877, 806, -764, 405, -547, -716, 404, -795, 354, -12, -237, -330, -173, 332, -1637787
-710, -25, 959, -816, -378, 357, 629, 681, -742, -947, 404, -1000, -380, -326, -717, -391, -464, -776, -250, -276, 980, -525, -452, -78, -441, 888, 588, -44, -554, -295, -820820
-798, 618, 491, 407, -474, -730, -825, 117, -708, 44, -851, -896, -288, 350, 807, 466, -963, -288, -846, 792, 543, -19, 364, 747, -760, -461, 871, 341, 891, 746, -2349378
214, 50, 999, -447, -504, -779, -976, 757, -589, -537, -198, 126, 124, -762, -178, -770, -984, 996, 428, 414, 485, 859, 351, 543, 645, 466, 442, 136, -399, -498, -129826
507, 578, 739, 185, -53, -998, -581, -849, -197, -381, 474, 340, -54, 120, 421, -735, -616, -189, -317, -413, 73, -157, 211, 955, -450, -313, 216, 178, -361, -874, -1546404
710, 872, -142, 45, 483, -29, -435, 534, -377, 378, 500, -484, 477, 192, 385, 465, 135, 607, 174, -240, -854, 921, 561, -13, -723, 725, -85, 987, 165, 273, 1061945
365, -489, 650, 960, 291, -674, 486, -24, -355, 55, 501, 102, -305, 262, 185, -717, 875, -354, 684, 497, 966, 108, 679, -863, -853, -917, -164, 297, 751, 586, 98226
-752, -520, -506, -739, 807, -971, 912, -762, 187, 272, 851, -523, 421, 492, -720, 38, -691, 731, 40, 665, -690, 440, 594, -946, 778, -358, -582, 223, -584, 115, -2056717
-799, -455, 64, -58, -763, 856, -732, -487, -804, -391, 728, -740, -896, 13, 84, -379, -60, 661, -898, -742, 87, 725, -217, 888, -967, 392, 632, 904, -315, 8, -401834
-698, -135, -502, 161, 326, -179, 174, -787, 645, 47, 502, -408, 611, -202, -74, -292, 118, -440, -735, -634, 986, -88, -327, 232, -69, 565, 167, 795, -551, -92, -941340
406, -450, -436, -203, -898, 850, 615, 214, -991, -158, 824, 1, -583, 900, -123, -444, -281, 522, -257, -652, 79, -551, -981, -459, -302, -154, 660, -268, -133, -397, 339695
22, 646, 26, -356, -665, -81, 914, -937, -356, -348, 465, -9, -43, 683, -41, -937, -816, -970, -604, 311, 705, -748, -696, 38, 197, 574, -474, -533, -959, -562, -1453190
784, 261, -656, -830, -300, -61, -389, -906, 110, -645, 261, -435, 424, 998, 680, 390, -806, 439, 262, 605, 750, -729, -543, 234, -298, -228, -962, 898, -604, -833, -732024
687, -499, -420, -250, 909, -646, 502, -801, -781, -959, 651, 483, 751, 32, 589, -480, 858, -335, -128, -247, -728, -391, -945, -951, -983, -826, -448, 590, -917, 236, 1194636
511, 682, -557, -595, -87, 879, -540, -478, -647, 274, 53, -75, 296, -67, 642, 287, 328, 540, 672, 306, 79, 611, -602, 981, 171, -115, -231, -482, 300, 905, 3019138
-227, 770, 519, -946, 219, 850, 473, -604, 220, -993, 565, -768, 637, 907, -580, 919, -273, 30, 741, -679, -949, -111, 645, 529, 32, -783, -881, -63, 784, 71, 675826
-616, -705, -211, 135, 162, -365, -237, 144, -223, -833, 192, -138, -705, 870, 736, 531, 19, -710, -920, -257, 749, -23, 696, -473, 868, -612, 784, 340, 202, -638, -2312047
-714, 899, 216, -669, -618, 473, 298, -239, -537, 511, 187, 213, 785, -140, -486, 235, 669, -671, -470, -294, -206, -346, 585, 327, -433, 633, 571, -300, 408, 567, 2337944
-297, 176, -640, -488, -33, -421, -136, -632, -925, -97, 371, 769, -688, -515, 113, -44, -502, 568, 269, -987, 276, 340, 784, 916, 855, -951, 267, -28, 230, -515, 593937
183, -737, -536, 636, -392, 685, -620, 377, 430, -97, -998, 409, -747, -815, 624, 881, -20, 887, -105, 72, 190, 945, 839, 532, 665, 961, -138, -120, 68, 83, 1323186
-763, -600, 238, 621, -780, 217, -862, -747, 108, -826, 223, 118, 609, -979, 558, 282, 520, 447, -257, 647, 794, 130, -42, 917, -466, 406, -931, 651, -195, 270, 2068063
764, 193, 87, 473, -446, 387, -230, 35, -1, 260, 939, 427, -22, 775, 480, -281, 713, -19, 407, 738, -370, -93, -166, -303, 655, 244, 996, -783, 813, 145, 3371
-125, 143, -862, 186, -960, -582, 592, -14, -163, -847, -909, -279, 671, -767, 439, 165, -384, 426, -491, -635, 506, -336, 578, -781, 249, 627, 109, 62, -312, -57, 489277
-645, -144, 451, -296, 641, -932, 460, 135, 803, -503, -780, 903, -946, 468, -551, -495, -887, 392, -690, 202, 649, -433, 923, 237, -619, -960, -880, 873, 620, 709, -2053354
-586, -779, -176, 841, -590, 789, 613, -317, 932, 6, 613, 536, -853, 770, 896, 864, 245, -717, -749, -973, 874, -833, 934, -587, -73, 730, 933, -605, 508, -236, -452916
-310, -521, 456, -244, -341, -136, 759, 623, -775, 258, -441, -535, -926, 133, -377, 332, 921, -922, 576, 903, -952, 149, -500, -83, -641, 400, 916, -53, 804, 248, -1224463
-109, 664, -267, -677, 745, 472, -36, -861, 659, -174, 387, 152, -185, -963, 35, 299, 468, 347, -863, -102, 624, -173, 801, -518, 476, -786, -345, -241, -826, -513, 1547847
-73, 527, 170, 843, 640, -577, 502, 485, 254, -354, 612, 983, -264, -689, 982, 537, -479, 464, 381, 159, 838, 322, -146, 888, 105, -156, 445, -892, 192, -586, 258402
-639, 605, -156, 533, -537, 917, -844, -182, 406, 691, 962, -294, 334, -902, 922, 223, -122, 307, -837, -648, 476, -91, -14, -8, -436, 522, -298, -380, 594, 403, 1865531
615, -59, 566, -300, 477, 367, 481, -925, -927, -406, -771, -189, 345, -429, 2, -360, -692, 470, -655, -176, 388, 28, -848, -621, -201, -479, -236, 82, -763, -750, 539054
561, 727, -176, -445, 947, 990, -425, 798, -19, 282, 316, 143, -193, -269, 930, 893, -184, -52, -788, 468, -95, -141, 768, -23, -255, 29, 959, 72, -508, -791, 1027695
-578, 184, 257, 997, 831, -918, -564, -39, -8, 635, -959, 631, -322, -516, -137, 545, -448, -11, -579, 352, 344, -595, -692, -124, -1, -779, -273, -323, -622, -415, -1479263
240, 603, -423, -965, 608, -25, 388, -751, 734, -167, 903, -317, -440, -140, -65, -405, -300, 49, 507, 510, 101, -811, -190, -874, -368, -169, -78, 779, 353, 871, -1321897
408, -383, -987, -557, -731, -812, 496, 800, -84, 688, -331, -684, -501, -524, -681, 910, -307, 396, -772, 287, -17, 339, 974, 413, -67, -256, -414, -961, -64, -648, -5038
188, 674, -947, -115, 697, 1, -154, 822, 14, 646, 182, -660, -541, 518, 907, -778, 425, -615, -806, 413, -535, 706, -608, 921, -44, 353, -793, 126, -582, -838, -1717177
653, 298, -536, -939, 245, 305, 913, 295, 706, -800, 500, -873, -409, 368, 103, 517, -35, -362, 541, -395, -763, 333, -864, -813, 42, -764, 649, 988, -41, -539, -814753
-359, -918, 407, -514, -285, -306, 716, -943, -326, -443, 452, 889, -395, 399, 60, -523, 544, -334, 130, -403, 39, 460, 118, 813, 250, -307, -370, -251, 684, -384, 306439
747, 557, -663, 865, -850, -576, -322, -305, -53, 512, -936, -7, 997, 686, -834, 303, 975, -584, -162, 981, -670, 532, 372, -558, 172, 222, -483, -224, 985, 781, -635015
543, -652, 361, -833, -989, -338, 377, -647, -846, -742, 294, -527, -61, -973, -963, -62, -54, 902, 380, 194, -218, -681, -450, -699, 768, 147, -941, 1, 117, -901, 669545
754, -522, -97, -165, -419, 964, 429, 142, -794, 595, 289, 598, 456, 459, 890, 60, 903, 986, 814, -564, 6, 688, -872, -143, -852, 379, 624, 282, -848, 922, 5810944
769, 843, -504, 967, 168, -695, -27, -619, 814, 767, 355, 394, -804, -798, -481, 283, 171, -556, -527, 171, -912, 998, 190, 563, -688, -809, 43, 864, 458, -827, -1770690
-281, 316, 335, -726, 533, 392, -275, -4, -119, 888, -522, -738, -907, -773, -72, -297, -786, 368, -30, -73, 665, 420, -531, -966, 164, -865, 637, 988, -62, -692, -1019687
314, 771, -374, 861, -342, -657, 438, 538, -951, -192, -27, 484, -969, 817, -14, 328, 416, 870, -304, -420, -84, -810, -23, 556, 697, 789, 936, 335, -67, -673, -729611
-995, -511, 33, -643, 1000, 677, -170, -630, 203, 231, 123, 738, 675, -686, 905, -568, 792, -153, -874, 822, -122, 568, -426, 55, 230, -947, -665, 808, -348, -422, 1987409
-829, 112, -80, 341, -638, 873, 505, 467, 252, 244, -869, -705, -365, -622, -612, 115, -64, -576, 69, -232, 571, -868, -937, -140, 736, 565, -25, 140, 135, 717, 658489
743, -842, 829, -664, -156, -938, -857, 22, 693, 129, -543, -678, 645, -507, 509, 311, -726, 379, 223, -406, -874, -891, -744, 367, 719, -382, 114, 335, 506, -9, 348355
575, -226, -383, -86, 399, -731, -337, -966, 483, 498, 478, -873, 543, -484, -676, -298, 512, 850, 130, 441, -25, -954, 552, -236, 257, 860, -591, -546, -587, -945, -2013906
161, -786, -393, 234, 984, -200, 589, -975, 732, 7, 4, 180, 351, 376, -958, -737, -397, -727, 751, 663, 420, 652, 484, -250, 468, -652, -811, 935, -842, 94, -1750909
